900	15													
ID	grass_fraction	grass_pattern	tree_fraction	tree_pattern	building_fraction	building_pattern	pavement_fraction	pavement_pattern	soil_fraction	soil_pattern	sdtemp	sntemp	wdtemp	wntemp
151	0.464359862	-0.215210071	0.085397924	-0.767163737	0.172179931	-0.531369146	0.079584775	-0.77196944	0.127058824	-0.704533459	54.79444885	28.51667213	30.98889542	7.961117268
152	0.314878893	-0.337036476	0.178408304	-0.480441847	0.24	-0.473871181	0.167889273	-0.655608675	0.097854671	-0.754416482	55.96111679	31.37778282	31.01667404	7.961117268
153	0.174117647	-0.584536835	0.058546713	-0.810903574	0.338961938	-0.322945064	0.291349481	-0.379071346	0.135363322	-0.70900241	57.57222748	31.46111679	31.07222748	7.961117268
154	0.033633218	-0.811873062	0.007058824	-0.969690299	0.339653979	-0.213000585	0.470865052	-0.133971825	0.148788927	-0.652224027	58.40556335	31.54445076	30.73889542	7.988894939
155	0.380346021	-0.280522631	0.146020761	-0.588637541	0.279031142	-0.457133123	0.090519031	-0.731672119	0.102283737	-0.785345146	56.87778473	29.54445076	31.43333817	8.016672134
156	0.408442907	-0.119093846	0.196262976	-0.502976587	0.187128028	-0.598578602	0.117231834	-0.788495256	0.088719723	-0.795685983	54.18334198	30.15556145	29.65556145	8.016673088
157	0.475847751	-0.04867293	0.324429066	-0.167072981	0.082629758	-0.789288274	0.073217993	-0.828598538	0.043875433	-0.887188173	52.04444885	30.23889542	28.46111679	8.04445076
158	0.462283737	-0.12679951	0.188650519	-0.400525235	0.17550173	-0.635091052	0.07266436	-0.79932131	0.099792388	-0.704305822	52.62778473	30.1000061	28.54445076	8.04445076
159	0.216885813	-0.485850141	0.180207612	-0.549255445	0.201937716	-0.582174218	0.267128028	-0.408509344	0.133287197	-0.714108742	55.01667404	30.76667404	29.01667213	8.04445076
160	0.482491349	0.079958811	0.136608997	-0.576992931	0.136885813	-0.669088634	0.14449827	-0.721617066	0.099515571	-0.776235636	50.8500061	27.43334007	29.21111679	8.04445076
161	0.290934256	-0.503788575	0.093287197	-0.706493297	0.188788927	-0.530480287	0.267266436	-0.452853369	0.159723183	-0.662546844	55.21111679	30.98889542	29.32222748	8.04445076
162	0.477785467	-0.072658159	0.256885813	-0.361097504	0.128442907	-0.730223545	0.088304498	-0.795932315	0.04816609	-0.827389924	53.40556335	30.57222748	29.48889542	8.04445076
163	0.109065744	-0.585946764	0.123321799	-0.645764984	0.16650519	-0.624951848	0.344636678	-0.238392774	0.256470588	-0.558613921	57.07222748	31.43334007	30.12778473	8.04445076
164	0.176885813	-0.641787544	0.089550173	-0.778921152	0.206366782	-0.637755952	0.182145329	-0.609627399	0.316678201	-0.332140067	56.26667023	31.46111679	30.32222748	8.04445076
165	0.220207612	-0.388083002	0.07349481	-0.736713	0.230449827	-0.508983374	0.350034602	-0.297795517	0.125259516	-0.747641393	56.54444885	30.98889542	30.15556145	8.072228432
166	0.033910035	-0.886111016	0.002906574	-0.918493298	0.258408304	-0.363735976	0.316539792	-0.309468366	0.387404844	-0.203019149	58.21111679	30.65556145	30.90556145	8.072228432
167	0.025051903	-0.925649597	0.014809689	-0.956821951	0.30449827	-0.380764085	0.429757785	-0.177341497	0.225882353	-0.52275588	57.54444885	31.76667213	31.15556145	8.072228432
168	0.344913495	-0.221310996	0.124152249	-0.627579644	0.164013841	-0.592217014	0.245813149	-0.607610673	0.121107266	-0.751854312	56.12778473	30.04445076	31.32222748	8.072228432
169	0.263114187	-0.444728486	0.124290657	-0.636421382	0.277785467	-0.453592167	0.20083045	-0.384504176	0.132456747	-0.760703064	57.51667404	30.15556145	31.51667213	8.072228432
170	0.0383391	-0.77224666	0.031695502	-0.589172164	0.421176471	-0.005918494	0.462975779	-0.092776694	0.045813149	-0.707989376	58.48889542	32.04444885	31.68333817	8.072228432
171	0.55100346	0.177762931	0.09384083	-0.603107426	0.100069204	-0.799457867	0.127058824	-0.652433669	0.112110727	-0.754358641	50.40556335	29.29445076	29.18334007	8.100006104
172	0.191972318	-0.555513482	0.091072664	-0.63925816	0.190588235	-0.593528341	0.177716263	-0.658991489	0.348235294	-0.301448495	56.73889542	30.46111679	30.43334007	8.100006104
173	0.377439446	-0.281998461	0.09799308	-0.713993205	0.18532872	-0.612803015	0.122076125	-0.692526235	0.216747405	-0.617735631	57.48889542	30.96111679	30.71111679	8.100006104
174	0.27916955	-0.403628958	0.080138408	-0.773802611	0.280276817	-0.529175358	0.170242215	-0.581169138	0.19017301	-0.553249229	57.6000061	31.73889542	30.87778473	8.100006104
175	0.413148789	-0.184890184	0.108373702	-0.703100981	0.232249135	-0.49467215	0.165813149	-0.696013058	0.079307958	-0.789770892	56.57222748	29.90556145	30.04445076	8.127783775
176	0.376747405	-0.229573431	0.228650519	-0.481619858	0.164982699	-0.610848701	0.116124567	-0.748755968	0.110865052	-0.741921333	54.82222748	30.68334007	30.15556145	8.127783775
177	0.347404844	-0.28593101	0.170934256	-0.600638587	0.192802768	-0.608278564	0.158615917	-0.573848274	0.130242215	-0.720135052	56.51667023	30.96111679	30.3500061	8.127783775
178	0.408858131	-0.189455972	0.190034602	-0.490586698	0.223529412	-0.539678424	0.105051903	-0.744879461	0.067820069	-0.842004962	55.57222748	29.93333817	30.37778473	8.127783775
179	0.019377163	-0.9547499	0.019792388	-0.921871707	0.594048443	0.086618346	0.236955017	-0.333120517	0.12982699	-0.645483955	56.8500061	29.12778473	29.68334007	8.155561447
180	0.288304498	-0.323114018	0.099238754	-0.703536802	0.379100346	-0.333707436	0.130103806	-0.755720883	0.103252595	-0.790695186	53.01667023	29.12778473	29.79445076	8.155561447
181	0.029896194	-0.937579106	0.044705882	-0.864816196	0.112387543	-0.700221115	0.461314879	-0.027008099	0.351695502	-0.079738694	58.32222748	31.6000061	30.40556145	8.155561447
182	0.35349481	-0.291263334	0.221176471	-0.357008946	0.256055363	-0.541503715	0.108788927	-0.716802769	0.055916955	-0.866681046	54.54444885	30.12778473	30.73889542	8.155561447
183	0.25799308	-0.497602517	0.068650519	-0.785457185	0.333702422	-0.420376604	0.131626298	-0.554792822	0.20650519	-0.608861315	57.3500061	30.23889542	31.26667404	8.155561447
184	0.444290657	-0.168534429	0.116678201	-0.663352813	0.167750865	-0.606406144	0.073633218	-0.784472602	0.156955017	-0.660648133	53.73889542	29.8500061	29.26667213	8.183339119
185	0.075847751	-0.8310495	0.07266436	-0.786107656	0.276955017	-0.515901694	0.301453287	-0.189971165	0.268373702	-0.422519958	57.62778473	34.1000061	30.1000061	8.183339119
186	0.226297578	-0.551613257	0.159031142	-0.522475548	0.260346021	-0.492891925	0.173287197	-0.614503395	0.178546713	-0.570244325	57.29444885	30.65556145	30.29445076	8.183340073
187	0.545467128	0.089876164	0.290795848	-0.223871653	0.011903114	-0.960626901	0.076678201	-0.677215139	0.019515571	-0.955911744	45.29444885	27.93333817	26.07222748	8.211116791
188	0.442629758	-0.197052605	0.346851211	-0.205112929	0.085397924	-0.77017936	0.078754325	-0.649827659	0.044429066	-0.818576436	52.73889542	30.51667404	28.37778473	8.211116791
189	0.40899654	-0.254131961	0.120692042	-0.636329878	0.24733564	-0.529797304	0.089411765	-0.645288838	0.12982699	-0.732878824	55.76667404	30.43334007	30.04445076	8.211116791
190	0.262975779	-0.380934395	0.105743945	-0.543470863	0.262975779	-0.333548401	0.236401384	-0.551794402	0.131903114	-0.716026101	56.29444885	30.32222748	30.90556145	8.211116791
191	0.059792388	-0.861678468	0.025467128	-0.890495072	0.294256055	-0.409263386	0.395017301	-0.077183545	0.221730104	-0.484957752	58.21111679	31.51667404	30.93334007	8.211116791
192	0.223252595	-0.473106118	0.124567474	-0.636137702	0.2416609	-0.512883582	0.287474048	-0.477290965	0.117370242	-0.738606319	56.76667404	30.62778473	30.8500061	8.211117744
193	0.606228374	0.12110964	0.317093426	-0.176772337	0.039031142	-0.886935651	0.010242215	-0.702755081	0.026574394	-0.875958948	46.62778473	29.79445076	25.43333817	8.238895416
194	0.355294118	-0.286042083	0.239307958	-0.095177756	0.173979239	-0.626280633	0.065743945	-0.821624993	0.164013841	-0.668792917	54.43333817	30.46111679	28.51667404	8.238895416
195	0.31017301	-0.277277176	0.192249135	-0.307127827	0.129550173	-0.676257178	0.154463668	-0.693653076	0.212733564	-0.553707449	55.29444885	30.3500061	29.73889542	8.238895416
196	0.250519031	-0.563628921	0.112525952	-0.723979135	0.260346021	-0.449813958	0.198062284	-0.554566346	0.176885813	-0.562479586	57.71111679	30.90556145	30.48889542	8.238895416
197	0.130103806	-0.611742655	0.071141869	-0.766304744	0.244429066	-0.568283047	0.368304498	-0.188096861	0.186020761	-0.571117358	57.71111679	31.26667404	30.57222748	8.238895416
198	0.074740484	-0.708965142	0.102560554	-0.580618794	0.229619377	-0.570215007	0.493010381	-0.028413694	0.099238754	-0.803466266	57.18334198	31.01667213	30.96111679	8.238895416
199	0.148788927	-0.542816494	0.085121107	-0.695095529	0.395570934	-0.230325096	0.241245675	-0.551231186	0.12650519	-0.778209195	53.54444885	28.96111679	28.37778473	8.266672134
200	0.390865052	-0.188275565	0.162491349	-0.558485188	0.240553633	-0.542360475	0.111972318	-0.677775086	0.092179931	-0.793063337	54.37778473	29.82222748	29.3500061	8.266672134
201	0.567750865	0.297664527	0.136055363	-0.469812497	0.021314879	-0.944466841	0.017301038	-0.824983389	0.04982699	-0.819669712	47.79444885	29.90556335	26.8500061	8.266673088
202	0.203460208	-0.551644467	0.039446367	-0.876498416	0.168304498	-0.490588121	0.374256055	-0.300620835	0.166089965	-0.639188335	52.65555954	32.21111679	28.29445076	8.266673088
203	0.396124567	-0.211690127	0.144775087	-0.577817481	0.18532872	-0.633013683	0.159031142	-0.703918232	0.11349481	-0.719111119	54.40555954	30.29445076	29.93334007	8.266673088
204	0.421868512	-0.180966534	0.156955017	-0.582047057	0.199861592	-0.5751648	0.116124567	-0.751628791	0.100899654	-0.76424197	56.1000061	30.26667213	30.40556145	8.266673088
205	0.349480969	-0.261587376	0.085951557	-0.72335153	0.25716263	-0.519951328	0.160553633	-0.623644843	0.144636678	-0.724775812	56.82222748	30.07222748	30.71111679	8.266673088
206	0.835570934	0.654460333	0.096747405	-0.670130632	0.001107266	-0.996708703	0.0016609	-0.993955334	0.000276817	-0.999859452	44.21111679	28.57222939	25.6000061	8.29445076
207	0.318754325	-0.350318851	0.129134948	-0.62643838	0.192525952	-0.596560921	0.208719723	-0.528040925	0.150865052	-0.681126964	56.62778473	31.73889542	29.82222748	8.29445076
208	0.17633218	-0.513800026	0.139653979	-0.579638678	0.250519031	-0.530048327	0.335363322	-0.195124337	0.093148789	-0.784935036	55.82222748	31.29445076	30.26667404	8.29445076
209	0.152802768	-0.553412089	0.056608997	-0.771608187	0.137439446	-0.5878511	0.408442907	-0.096874832	0.244152249	-0.253440322	56.93333817	32.57222748	30.62778282	8.29445076
210	0.044844291	-0.847436629	0.169134948	-0.488414908	0.212179931	-0.466680371	0.498269896	-0.12001515	0.071972318	-0.808162603	57.29444885	31.76667404	30.8500061	8.29445076
211	0.02532872	-0.930186282	0.017301038	-0.916174119	0.478892734	-0.184409004	0.345190311	-0.242370726	0.133148789	-0.748985993	57.73889542	32.79444885	30.96111679	8.29445076
212	0.407889273	-0.174183022	0.133564014	-0.519385301	0.174117647	-0.663688315	0.179377163	-0.66818531	0.100207612	-0.80020461	52.18334198	29.43334007	28.37778473	8.322228432
213	0.475294118	-0.054977984	0.18449827	-0.516346981	0.152110727	-0.665836862	0.103252595	-0.779888085	0.082491349	-0.831193197	53.96111679	29.76667404	29.37778473	8.322228432
214	0.076678201	-0.768176946	0.049688581	-0.639974477	0.418961938	-0.151025645	0.330795848	-0.392238911	0.121937716	-0.739518515	56.26667023	32.98889542	29.76667404	8.322228432
215	0.368581315	-0.208265882	0.12	-0.68993123	0.274186851	-0.475143296	0.121522491	-0.740863787	0.115294118	-0.768447196	56.51667404	29.93333817	30.40556145	8.322228432
216	0.172318339	-0.514577976	0.143529412	-0.541381719	0.173287197	-0.689036566	0.263944637	-0.486588288	0.244844291	-0.574299315	54.54444885	30.01667213	28.43333817	8.350006104
217	0.423391003	-0.217196535	0.130934256	-0.541379458	0.182560554	-0.597173285	0.131072664	-0.66572384	0.130657439	-0.74674774	53.98889542	29.93333817	28.96111679	8.350006104
218	0.355017301	-0.137725905	0.103252595	-0.690159744	0.161937716	-0.590775248	0.280968858	-0.440058726	0.098823529	-0.693090504	54.26667404	30.96111679	30.23889542	8.350006104
219	0.380207612	-0.291542187	0.082906574	-0.752090922	0.217577855	-0.548762328	0.157093426	-0.633346993	0.158062284	-0.651032512	56.79444885	30.8500061	30.73889542	8.350006104
220	0.41467128	-0.124545145	0.22366782	-0.35814862	0.15349481	-0.674445776	0.097439446	-0.817969065	0.106574394	-0.782033567	53.26667404	29.68334007	28.68334007	8.377783775
221	0.193910035	-0.542163014	0.054256055	-0.761162114	0.33550173	-0.383997729	0.158754325	-0.561192728	0.186989619	-0.593862697	55.1000061	30.32222748	29.43334007	8.377783775
222	0.07266436	-0.616664266	0.030865052	-0.809724856	0.23432526	-0.525188333	0.472387543	-0.152302982	0.187820069	-0.450483917	56.76667404	30.93334007	29.96111679	8.377783775
223	0.258131488	-0.461629907	0.104913495	-0.668922343	0.21384083	-0.564194813	0.204152249	-0.562951367	0.217024221	-0.564562508	56.57222748	30.8500061	30.07222748	8.377783775
224	0.301314879	-0.336647971	0.105743945	-0.699445296	0.213425606	-0.561765575	0.244429066	-0.318588065	0.135086505	-0.752777842	57.23889542	30.32222748	30.73889542	8.377783775
225	0.270865052	-0.400200244	0.165121107	-0.544067463	0.239861592	-0.526764432	0.216608997	-0.50985692	0.104221453	-0.767935053	57.65556335	30.43334007	30.8500061	8.377783775
226	0.339377163	-0.323200177	0.093425606	-0.743509655	0.284705882	-0.430980633	0.129965398	-0.697403755	0.149896194	-0.65485063	57.12778473	30.62778473	30.98889542	8.377783775
227	0.277508651	-0.345295724	0.16567474	-0.423583909	0.212318339	-0.658438477	0.163875433	-0.680804273	0.178408304	-0.584747965	53.71111679	30.1000061	29.04445076	8.405561447
228	0.379653979	-0.104913245	0.157370242	-0.54935506	0.166920415	-0.660262297	0.195570934	-0.64367556	0.100484429	-0.753459207	53.3500061	28.26667404	29.07222748	8.405561447
229	0.044705882	-0.7835419	0.016470588	-0.924758716	0.319031142	-0.36352622	0.544221453	0.10649536	0.075570934	-0.74043745	57.23889542	32.6000061	29.6000061	8.405561447
230	0.296747405	-0.333188966	0.106851211	-0.728689069	0.267128028	-0.47208061	0.144083045	-0.633117222	0.183529412	-0.674576368	56.65556335	29.96111679	30.26667213	8.405561447
231	0.291072664	-0.391697069	0.065051903	-0.797406745	0.276401384	-0.420222212	0.171072664	-0.543148378	0.196401384	-0.640156356	57.12778473	31.51667404	30.26667213	8.405561447
232	0.370380623	-0.228704576	0.158062284	-0.427973482	0.178823529	-0.604526276	0.139238754	-0.756764782	0.15349481	-0.606990654	56.51667404	30.62778473	30.40556145	8.405561447
233	0.33550173	-0.285218196	0.102283737	-0.697115304	0.194602076	-0.549739318	0.168581315	-0.685186397	0.197508651	-0.646426389	56.48889542	30.40556335	30.87778473	8.405561447
234	0.08982699	-0.489649234	0.062283737	-0.592340183	0.095640138	-0.729039183	0.062283737	-0.763082318	0.05467128	-0.830449843	54.51667023	29.37778473	28.62778473	8.433339119
235	0.328581315	-0.284191722	0.167889273	-0.553677976	0.218823529	-0.572128526	0.087889273	-0.79397677	0.196401384	-0.626190685	55.40556335	30.46111679	30.21111679	8.433339119
236	0.35916955	-0.253357621	0.155155709	-0.541298789	0.237231834	-0.561870969	0.107958478	-0.75135375	0.126228374	-0.7531386	54.32222748	30.18333817	30.23889542	8.433339119
237	0.018408304	-0.928432426	0.013564014	-0.953769099	0.314463668	-0.351291804	0.547958478	0.055975115	0.105605536	-0.741811782	57.65556335	32.32222748	30.62778473	8.433339119
238	0.781314879	0.451491938	0.078062284	-0.629654685	0.013979239	-0.724627341	0.007474048	-0.852723432	0.048581315	-0.741856659	50.04444885	28.07222748	30.98889542	8.433339119
239	0.076955017	-0.798910787	0.102975779	-0.722083675	0.284982699	-0.374092864	0.430726644	-0.183773846	0.102283737	-0.735648923	56.15556335	32.40556335	28.96111679	8.433340073
240	0.470865052	-0.119769307	0.134948097	-0.613460402	0.235017301	-0.534001786	0.022283737	-0.873785106	0.133148789	-0.698526582	55.65556335	30.65556145	30.68334007	8.433340073
241	0.45467128	-0.071826527	0.286366782	-0.184067154	0.143114187	-0.721200095	0.074463668	-0.861040439	0.030726644	-0.92471558	50.04444885	30.18333817	28.18334007	8.461116791
242	0.476539792	-0.102069803	0.179377163	-0.435266039	0.122629758	-0.720494149	0.096885813	-0.796843854	0.123460208	-0.7470685	53.65556335	29.48889542	29.32222748	8.461116791
243	0.033771626	-0.942589116	0.104359862	-0.731385075	0.302560554	-0.371807619	0.436401384	-0.058444486	0.052318339	-0.868358933	59.29444885	32.43334198	31.43334007	8.461116791
244	0.338131488	-0.263498523	0.127889273	-0.585021406	0.174394464	-0.654805019	0.117923875	-0.770288722	0.189619377	-0.656875215	54.01667404	29.54445076	28.79445076	8.488895416
245	0.008027682	-0.950680962	0.007474048	-0.940559823	0.358062284	-0.320545997	0.272525952	-0.303341747	0.303806228	-0.412249202	55.82222748	32.1000061	29.1000061	8.488895416
246	0.123737024	-0.535417881	0.054117647	-0.767938957	0.206089965	-0.604700918	0.421453287	-0.156279561	0.194602076	-0.687840587	56.76667404	31.79445076	29.68334007	8.488895416
247	0.438615917	-0.135526764	0.033217993	-0.771843608	0.161384083	-0.488232031	0.198754325	-0.574838553	0.168027682	-0.668982739	55.48889542	30.37778473	29.76667404	8.488895416
248	0.368304498	-0.223364566	0.090657439	-0.754267938	0.229342561	-0.521084039	0.174117647	-0.638173937	0.136193772	-0.719236241	56.82222748	30.18334007	30.01667213	8.488895416
249	0.281937716	-0.343772561	0.116401384	-0.599668553	0.198062284	-0.62182978	0.237508651	-0.439800187	0.166089965	-0.645237292	55.62778473	30.57222748	30.18333817	8.488895416
250	0.385882353	-0.221219392	0.107404844	-0.696800205	0.250795848	-0.503185832	0.113771626	-0.711733395	0.137716263	-0.680617282	56.76667404	29.90556145	30.23889542	8.488895416
251	0.339238754	-0.299556918	0.076401384	-0.782079169	0.27432526	-0.442359702	0.146712803	-0.656732537	0.160968858	-0.687919567	56.87778473	30.29445076	30.98889542	8.488895416
252	0.420622837	-0.018510346	0.204290657	-0.410827191	0.163183391	-0.739173761	0.068512111	-0.89147958	0.13716263	-0.713778185	46.93333817	27.71111679	24.90556145	8.516673088
253	0.377577855	-0.224891467	0.154740484	-0.595589637	0.191141869	-0.603435161	0.144913495	-0.709056409	0.129965398	-0.694943186	56.32222748	30.79445076	30.12778473	8.516673088
254	0.36982699	-0.203041711	0.102560554	-0.684848475	0.251487889	-0.526078841	0.117647059	-0.703217054	0.158477509	-0.682716446	56.68333817	30.07222748	30.96111679	8.516673088
255	0.436401384	0.037036267	0.189757785	-0.39729795	0.098546713	-0.801513568	0.051211073	-0.907888869	0.219238754	-0.705145446	47.71111679	26.18333817	25.15556145	8.54445076
256	0.347543253	-0.300246646	0.179930796	-0.544793564	0.238062284	-0.505696965	0.105605536	-0.757590107	0.123737024	-0.735118641	55.93333817	29.71111679	30.12778473	8.54445076
257	0.227404844	-0.460397306	0.078754325	-0.72846979	0.224775087	-0.526708573	0.273356401	-0.384681862	0.195709343	-0.647986156	56.87778473	32.32222748	30.3500061	8.54445076
258	0.185743945	-0.56578208	0.109065744	-0.607837775	0.11916955	-0.715279441	0.223944637	-0.540211553	0.359307958	-0.266238562	58.32222748	30.62778473	30.6000061	8.54445076
259	0.052179931	-0.590553463	0.015086505	-0.811804631	0.236124567	-0.509888147	0.624913495	0.102245683	0.071695502	-0.806606848	57.71111679	32.1000061	30.8500061	8.54445076
260	0.199031142	-0.463496414	0.099792388	-0.595389941	0.1183391	-0.692239468	0.210103806	-0.432323925	0.32816609	-0.368635003	55.46111679	30.3500061	28.98889542	8.572228432
261	0.221038062	-0.468667968	0.061314879	-0.806002461	0.258269896	-0.493078826	0.169411765	-0.617164598	0.288719723	-0.466122307	57.93333817	31.23889542	29.1000061	8.572228432
262	0.370934256	-0.138344099	0.173979239	-0.514973623	0.172179931	-0.665029837	0.187958478	-0.686988389	0.092733564	-0.783656559	52.8500061	30.82222748	29.37778473	8.572228432
263	0.06615917	-0.777268146	0.007474048	-0.937780404	0.228235294	-0.537450803	0.240968858	-0.355038696	0.45716263	-0.096977492	55.29444885	30.3500061	29.40556145	8.572228432
264	0.29550173	-0.338668451	0.177439446	-0.534704705	0.200276817	-0.646096289	0.189757785	-0.558743931	0.137024221	-0.694712409	55.07222748	31.32222748	29.73889542	8.572228432
265	0.173287197	-0.581811511	0.082491349	-0.756003849	0.232110727	-0.5337245	0.287750865	-0.336013992	0.224359862	-0.527705714	56.96111679	30.23889542	30.04445076	8.572228432
266	0.115294118	-0.712975936	0.02615917	-0.919745833	0.229480969	-0.530188	0.308373702	-0.235507643	0.250103806	-0.504812091	56.48889542	30.04445076	30.26667213	8.572228432
267	0.319031142	-0.35401048	0.04083045	-0.793725922	0.169411765	-0.657087888	0.327750865	-0.374998453	0.071418685	-0.734981142	56.82222748	29.93333817	30.29445076	8.572228432
268	0.101730104	-0.732158006	0.030865052	-0.900009804	0.118062284	-0.700634645	0.072110727	-0.821514125	0.383114187	-0.172589356	57.90556335	29.98889542	30.43334007	8.572228432
269	0.316401384	-0.383318017	0.082352941	-0.749912524	0.242906574	-0.57699446	0.223806228	-0.263401011	0.133148789	-0.681723921	57.26667023	30.3500061	30.46111679	8.572228432
270	0.335224913	-0.304994599	0.123460208	-0.6405278	0.243737024	-0.485687525	0.166920415	-0.688619931	0.128304498	-0.69641299	56.57222748	30.1000061	30.54445076	8.572228432
271	0.427820069	-0.1119329	0.152941176	-0.54028504	0.143391003	-0.716390111	0.108096886	-0.755377579	0.167750865	-0.683989109	54.43333817	29.65556335	29.1000061	8.600006104
272	0.435709343	-0.138513716	0.189204152	-0.514736266	0.151418685	-0.685673367	0.08982699	-0.766715809	0.13384083	-0.711243488	54.8500061	29.57222748	29.12778473	8.600006104
273	0.25550173	-0.391190127	0.129550173	-0.558612748	0.216055363	-0.60776909	0.266574394	-0.389752084	0.131903114	-0.758497005	54.3500061	29.73889542	29.32222748	8.600006104
274	0.018131488	-0.963585434	0.04899654	-0.833441832	0.3216609	-0.126306944	0.550034602	0.191835106	0.061176471	-0.847997507	57.15556335	31.87778473	29.6000061	8.600006104
275	0.167197232	-0.628541516	0.262422145	-0.192764756	0.270588235	-0.460822497	0.219930796	-0.408925705	0.078477509	-0.822551903	56.43334198	30.98889542	29.62778473	8.600006104
276	0.382422145	-0.230109257	0.162352941	-0.485316073	0.205121107	-0.589967264	0.1183391	-0.737223226	0.125813149	-0.753788731	55.26667023	30.40556145	29.71111679	8.600006104
277	0.399584775	-0.278301941	0.133148789	-0.550600585	0.189757785	-0.650622209	0.115847751	-0.52782607	0.159861592	-0.681776139	55.96111679	31.65556145	29.96111679	8.600006104
278	0.071557093	-0.858115393	0.024913495	-0.921359946	0.15100346	-0.687958168	0.127197232	-0.602350164	0.62532872	0.223477076	57.76667023	30.54445076	30.21111679	8.600006104
279	0.169550173	-0.529361916	0.080415225	-0.712939832	0.288581315	-0.499339065	0.310449827	-0.332062121	0.15100346	-0.673564003	56.68333817	31.76667213	30.6000061	8.600006104
280	0.131903114	-0.741819288	0.128581315	-0.711529634	0.171072664	-0.657203248	0.332179931	-0.211171673	0.187543253	-0.36769374	57.65556335	31.96111679	30.8500061	8.600006104
281	0.624083045	0.219866833	0.104083045	-0.531759311	0.004013841	-0.924038535	0.025743945	-0.820681361	0.011487889	-0.898148321	46.71112061	30.37778473	29.29445076	8.627783775
282	0.134948097	-0.749243985	0.039031142	-0.876434819	0.195986159	-0.576061358	0.223529412	-0.527833777	0.40650519	-0.228633632	57.73889542	30.04445076	29.62778473	8.627783775
283	0.11432526	-0.726924668	0.030865052	-0.910926883	0.122076125	-0.713846718	0.07432526	-0.82767611	0.364290657	-0.132051063	56.76667404	30.23889542	30.12778473	8.627783775
284	0.026297578	-0.930175439	0.029342561	-0.922638536	0.309342561	-0.268648219	0.510449827	-0.096280055	0.124567474	-0.757974545	57.90555954	32.79444885	30.48889542	8.627783775
285	0.308373702	-0.341133096	0.093148789	-0.716925177	0.229065744	-0.538787254	0.14532872	-0.631743131	0.221591696	-0.611491939	56.62778473	30.8500061	30.65556145	8.627783775
286	0.334394464	-0.212371538	0.104083045	-0.716880257	0.275432526	-0.497310973	0.171487889	-0.654780451	0.104221453	-0.735648178	55.1000061	29.62778473	30.76667213	8.627783775
287	0.098961938	-0.688142838	0.015640138	-0.918333766	0.227266436	-0.549322321	0.235986159	-0.440388831	0.422145329	-0.179142933	57.18333817	30.40556145	30.96111679	8.627783775
288	0.350865052	-0.260679451	0.212595156	-0.41601601	0.157370242	-0.712165821	0.124982699	-0.764114389	0.154186851	-0.641812188	54.57222748	29.76667213	29.29445076	8.627784729
289	0.136055363	-0.390233123	0.080553633	-0.545852971	0.040276817	-0.853889029	0.061176471	-0.857209879	0.046643599	-0.839751768	53.07222748	29.29445076	28.73889542	8.655561447
290	0.513079585	-0.043044917	0.209411765	-0.482016861	0.106574394	-0.71286067	0.105882353	-0.773316975	0.065051903	-0.80723494	53.82222748	29.40556145	29.18333817	8.655561447
291	0.447889273	-0.127512439	0.162076125	-0.514191948	0.181453287	-0.633084628	0.075986159	-0.819234408	0.132179931	-0.733683502	53.98889542	29.51667213	29.26667213	8.655561447
292	0.428373702	-0.004672305	0.176470588	-0.495430604	0.124705882	-0.697086694	0.182145329	-0.712866096	0.080553633	-0.754599088	51.04444885	29.98889542	29.29445076	8.655561447
293	0.15183391	-0.389961673	0.070588235	-0.660524395	0.063391003	-0.739121699	0.034048443	-0.882489714	0.043737024	-0.76418869	54.32222748	29.37778473	29.32222748	8.655561447
294	0.069757785	-0.816544396	0.014117647	-0.930748821	0.175086505	-0.565453143	0.226712803	-0.490378869	0.220207612	-0.491602138	56.21111679	30.90556145	29.54445076	8.655561447
295	0.229896194	-0.40934505	0.130657439	-0.435553076	0.2016609	-0.583276582	0.327612457	-0.346798986	0.107681661	-0.708196413	55.46111679	31.40556145	29.62778282	8.655561447
296	0.141591696	-0.663527112	0.055363322	-0.810785897	0.244705882	-0.553863774	0.25384083	-0.166271763	0.30449827	-0.460287485	57.21111679	33.62778473	29.90556145	8.655561447
297	0.132318339	-0.725147381	0.065467128	-0.825564947	0.193633218	-0.584459283	0.369411765	-0.290324973	0.23916955	-0.373826813	57.48889542	31.37778282	30.07222748	8.655561447
298	0.144221453	-0.508201745	0.036678201	-0.840009514	0.346574394	-0.347510613	0.22449827	-0.559794349	0.242076125	-0.473732003	56.68333817	29.93334007	30.37778473	8.655561447
299	0.042352941	-0.821674814	0.056608997	-0.6910907	0.23432526	-0.55636323	0.530103806	-0.047514161	0.136608997	-0.693767395	56.3500061	30.87778473	30.43334007	8.655561447
300	0.442352941	-0.066717851	0.473910035	0.455142787	0.022145329	-0.870049196	0.034740484	-0.944295906	0.026851211	-0.9489477	44.21111679	29.29445076	26.79445076	8.683339119
301	0.786712803	0.608093681	0.136747405	-0.588491083	0.037370242	-0.779463333	0.015086505	-0.690857183	0.024083045	-0.91191509	46.3500061	28.8500061	26.87778473	8.683339119
302	0.018961938	-0.958576131	0.043737024	-0.836275783	0.194878893	-0.515148628	0.580622837	0.153117274	0.161799308	-0.544096708	56.73889542	31.6000061	29.01667213	8.683339119
303	0.36	-0.254680973	0.036955017	-0.890645852	0.114463668	-0.726971435	0.127750865	-0.268442798	0.066712803	-0.836155863	54.68334198	29.43334007	29.40556145	8.683339119
