900	15													
ID	grass_fraction	grass_pattern	tree_fraction	tree_pattern	building_fraction	building_pattern	pavement_fraction	pavement_pattern	soil_fraction	soil_pattern	sdtemp	sntemp	wdtemp	wntemp
44	0.532041522	0.016669217	0.351972318	-0.131361306	0.048304498	-0.840556484	0.020899654	-0.843826318	0.023252595	-0.911884684	48.43334198	30.40556145	25.73889542	6.933339119
45	0.236401384	-0.503548305	0.115294118	-0.638686911	0.196955017	-0.558880243	0.26532872	-0.420417278	0.18449827	-0.598960597	57.1000061	33.29444885	30.79445076	6.961117268
46	0.369411765	-0.215530633	0.255778547	-0.187025862	0.166920415	-0.656665628	0.13799308	-0.691341189	0.067543253	-0.842747946	52.29444885	29.96111679	28.48889542	7.016672611
47	0.020207612	-0.942715168	0.002214533	-0.980697262	0.322629758	-0.339605681	0.306712803	-0.336671459	0.294394464	-0.424601739	55.82222748	31.96111679	29.6000061	7.072228432
48	0.141038062	-0.576968412	0.144913495	-0.560224313	0.210795848	-0.4751992	0.337439446	-0.309117725	0.165813149	-0.714588263	55.21111679	31.6000061	29.8500061	7.072228432
49	0.451903114	-0.026143533	0.222975779	-0.323719988	0.071141869	-0.688919781	0.132179931	-0.438330927	0.121799308	-0.681705104	52.23889542	29.57222748	30.68333817	7.072228432
50	0.323183391	-0.323772815	0.067128028	-0.783352861	0.333010381	-0.324285945	0.163598616	-0.675528367	0.105743945	-0.759234785	53.65556335	28.68334007	29.51667213	7.100006104
51	0.188788927	-0.553598331	0.104221453	-0.634888586	0.179100346	-0.641165562	0.151557093	-0.518118196	0.319446367	-0.477761241	55.15556335	31.73889542	29.8500061	7.100006104
52	0.330519031	-0.31836423	0.170103806	-0.536540691	0.248304498	-0.480787307	0.138408304	-0.687808693	0.108788927	-0.773767209	55.79444885	29.48889542	30.12778473	7.100006104
53	0.037508651	-0.901959751	0.05550173	-0.861128153	0.265605536	-0.422568573	0.548373702	0.056577072	0.093010381	-0.814622444	58.01667404	31.90556145	31.3500061	7.100006104
54	0.285536332	-0.414318573	0.327197232	-0.068753714	0.213425606	-0.581941772	0.086920415	-0.785176447	0.082352941	-0.808492178	53.54444885	29.93334007	28.3500061	7.127783775
55	0.331626298	-0.435605678	0.072110727	-0.736352683	0.202906574	-0.557378934	0.135086505	-0.654295847	0.257024221	-0.47107732	55.93333817	30.62778473	29.29445076	7.127783775
56	0.15916955	-0.60135355	0.131764706	-0.639368018	0.140761246	-0.593961959	0.468512111	-0.034362154	0.098961938	-0.673870529	54.15556335	31.40556145	27.32222748	7.155561447
57	0.416885813	-0.202578389	0.194048443	-0.445770793	0.170103806	-0.620221044	0.15100346	-0.687704089	0.065051903	-0.835715973	52.68334198	29.15556145	28.90556145	7.155561447
58	0.020069204	-0.851440162	0.009134948	-0.966294817	0.105190311	-0.663909879	0.425051903	-0.194100457	0.440553633	-0.008584917	57.37778473	31.98889542	29.68333817	7.155561924
59	0.162768166	-0.658491968	0.107128028	-0.678239861	0.282629758	-0.383664091	0.309896194	-0.397795028	0.112802768	-0.647056551	56.96111679	32.65555954	30.71111679	7.155561924
60	0.015640138	-0.965880866	0.009965398	-0.983525923	0.404705882	-0.076361885	0.389204152	-0.08285504	0.180484429	-0.614120561	56.3500061	30.8500061	29.68333817	7.183339596
61	0.35916955	-0.246228202	0.146297578	-0.577326206	0.200415225	-0.580888579	0.105467128	-0.761525449	0.18615917	-0.615593215	56.79444885	30.51667213	30.23889542	7.183339596
62	0.469342561	-0.121387806	0.257716263	-0.205036424	0.167750865	-0.649902948	0.050934256	-0.873723308	0.048858131	-0.893235972	51.3500061	29.6000061	27.3500061	7.211117268
63	0.215086505	-0.469350623	0.056055363	-0.756442149	0.213564014	-0.604854841	0.221038062	-0.288510746	0.292456747	-0.412407281	56.40556335	32.43333817	29.21111679	7.211117268
64	0.122076125	-0.759969385	0.102422145	-0.763870449	0.233217993	-0.562933014	0.375640138	-0.268382596	0.163460208	-0.548281618	56.26667404	31.87778473	29.68333817	7.211117268
65	0.142145329	-0.659523128	0.041245675	-0.852293472	0.20567474	-0.570566044	0.473633218	-0.243215436	0.136470588	-0.595731385	57.07222748	32.37778473	30.62778473	7.211117268
66	0.491626298	-0.032848342	0.284982699	-0.116459367	0.043737024	-0.862184772	0.121107266	-0.555108685	0.056885813	-0.787043924	47.12778473	26.82222748	26.15556145	7.238894939
67	0.696055363	0.384280529	0.243737024	-0.217932539	0.012733564	-0.966632122	0.024221453	-0.926858092	0.023252595	-0.937504601	44.93333817	27.73889542	27.98889542	7.238894939
68	0.39916955	-0.250187162	0.194186851	-0.532873576	0.197231834	-0.547374256	0.110311419	-0.740422973	0.099100346	-0.744775967	55.40556335	30.32222748	29.23889542	7.238894939
69	0.159584775	-0.652196074	0.039031142	-0.858189555	0.21716263	-0.494279584	0.194602076	-0.542317256	0.346989619	-0.378267737	57.23889542	31.1000061	30.96111679	7.266672611
70	0.202352941	-0.506093108	0.089273356	-0.71463707	0.257439446	-0.503301206	0.315294118	-0.287751685	0.132871972	-0.700755446	57.40556335	30.46111679	31.26667213	7.266672611
71	0.091903114	-0.764361226	0.104636678	-0.685558276	0.178823529	-0.620299189	0.469619377	-0.192514701	0.142975779	-0.597519931	55.40556335	30.3500061	29.15556145	7.322228432
72	0.308788927	-0.290071026	0.069065744	-0.761404235	0.235847751	-0.536979801	0.224775087	-0.487973517	0.161522491	-0.661347636	57.21111679	30.23889542	31.1000061	7.322228432
73	0.180899654	-0.495088688	0.052041522	-0.814652363	0.284705882	-0.454963606	0.164429066	-0.622013002	0.24733564	-0.529028021	52.68334198	28.65556145	30.07222748	7.350006104
74	0.237370242	-0.466670587	0.104913495	-0.766562744	0.106297578	-0.736654368	0.311280277	-0.36604924	0.234740484	-0.512330281	56.57222748	29.54445076	30.43334007	7.350006104
75	0.314048443	-0.35794122	0.159446367	-0.5419522	0.251211073	-0.488679732	0.174532872	-0.589679261	0.097716263	-0.761446013	56.3500061	30.37778473	29.8500061	7.377783775
76	0.023391003	-0.948502478	0.021176471	-0.958127194	0.345467128	-0.299740672	0.280553633	-0.344854022	0.329411765	-0.398219763	56.96112061	30.26667213	30.01667213	7.377783775
77	0.328719723	-0.25669916	0.113217993	-0.668014291	0.127889273	-0.672981398	0.233910035	-0.45660815	0.195986159	-0.55467938	56.51667404	30.04445076	30.98889542	7.377783775
78	0.30366782	-0.349194008	0.09384083	-0.751870167	0.212041522	-0.547268219	0.157647059	-0.679391541	0.232249135	-0.479435663	57.21111679	30.71111679	31.04445076	7.377783775
79	0.386435986	-0.142360225	0.099100346	-0.693311275	0.195709343	-0.574056513	0.127889273	-0.63864769	0.18449827	-0.609800201	55.32222748	29.46111679	31.32222748	7.377783775
80	0.059653979	-0.61188039	0.04567474	-0.829459058	0.239723183	-0.517043054	0.578961938	0.166826571	0.075986159	-0.775591985	58.18334198	32.01667404	30.96111679	7.405561447
81	0.380207612	-0.209347503	0.128719723	-0.556838875	0.22366782	-0.582496131	0.169273356	-0.655333272	0.093702422	-0.816888405	52.65556335	28.6000061	28.6000061	7.433339119
82	0.411211073	-0.230775084	0.099515571	-0.684012795	0.19100346	-0.587260998	0.117370242	-0.728646258	0.178823529	-0.641382724	56.82222748	30.82222748	30.21111679	7.433339119
83	0.046782007	-0.81091774	0.082214533	-0.729410844	0.216470588	-0.577676739	0.44816609	-0.185208166	0.185467128	-0.581279198	56.82222748	31.8500061	30.65556145	7.433339596
84	0.206643599	-0.438690359	0.051072664	-0.820759224	0.161522491	-0.52812231	0.384913495	-0.199320814	0.194878893	-0.614292787	56.79444885	31.12778473	31.04445076	7.433339596
85	0.283044983	-0.376506065	0.156401384	-0.53836685	0.185467128	-0.616256371	0.220899654	-0.521150953	0.152249135	-0.696584169	55.68333817	30.65556145	30.51667213	7.461117268
86	0.37716263	-0.225006656	0.135916955	-0.603599476	0.181868512	-0.604882141	0.137854671	-0.720273675	0.163598616	-0.678475088	55.71111679	30.04445076	30.18333817	7.488894939
87	0.120415225	-0.662404456	0.046366782	-0.765268595	0.34366782	-0.410932925	0.200276817	-0.49441526	0.285813149	-0.502237846	57.29444885	32.76667023	30.62778473	7.488894939
88	0.293564014	-0.487555946	0.107958478	-0.715466432	0.281107266	-0.477679395	0.157647059	-0.494419635	0.158200692	-0.662323446	57.01667023	30.51667404	30.98889542	7.488894939
89	0.195847751	-0.460517069	0.116124567	-0.668089256	0.225467128	-0.54035572	0.381868512	-0.112523817	0.080692042	-0.787499895	57.26667023	30.3500061	31.18333817	7.488894939
90	0.193356401	-0.480915487	0.042352941	-0.846977462	0.230311419	-0.48129274	0.366782007	-0.240959903	0.167058824	-0.587302227	56.82222748	31.12778473	30.43334007	7.516672611
91	0.541730104	0.102352755	0.202076125	-0.273046859	0.028096886	-0.905063187	0.059377163	-0.613444049	0.168719723	-0.610906259	51.57222748	28.12778473	30.6000061	7.516672611
92	0.041107266	-0.895980345	0.067266436	-0.845417606	0.321799308	-0.362647998	0.45467128	-0.131387595	0.115155709	-0.697954619	55.93333817	31.93334007	30.6000061	7.516672611
93	0.244844291	-0.47365395	0.102698962	-0.729532318	0.198615917	-0.580173559	0.196401384	-0.46568989	0.256193772	-0.45839217	57.26667023	32.26667404	30.87778473	7.516672611
94	0.291211073	-0.333736194	0.220069204	-0.268498829	0.147543253	-0.645160015	0.205813149	-0.633795404	0.133148789	-0.64373034	55.51667023	30.46111679	30.32222748	7.516673088
95	0.371903114	-0.26543874	0.26449827	-0.209805211	0.150311419	-0.690155241	0.118754325	-0.729953509	0.094117647	-0.757486255	55.23889542	30.79445076	29.18334007	7.544450283
96	0.347404844	0.169984711	0.092733564	-0.574170902	0.090795848	-0.76416483	0.191280277	-0.517488137	0.277785467	-0.337960287	50.04444885	30.07222748	29.29445076	7.54445076
97	0.019653979	-0.956478084	0.018961938	-0.946048373	0.360276817	-0.295149806	0.358892734	-0.24396311	0.242214533	-0.457211766	55.62778473	30.96111679	28.51667404	7.572228432
98	0.230726644	-0.428304591	0.245397924	-0.18514771	0.1583391	-0.686679417	0.278477509	-0.447160613	0.085121107	-0.706519491	51.71111679	28.79445076	28.57222748	7.572228432
99	0.361107266	-0.26270591	0.137301038	-0.590198047	0.253702422	-0.501247002	0.113910035	-0.75034077	0.131072664	-0.735438538	55.57222748	30.57222748	30.40556145	7.572228432
100	0.282076125	-0.378325678	0.059930796	-0.800727913	0.233217993	-0.51175742	0.230588235	-0.528108586	0.191141869	-0.599016875	56.15556335	30.18333817	31.04445076	7.572228432
101	0.030588235	-0.948364323	0.030449827	-0.940700485	0.156262976	-0.663968614	0.538546713	0.086842155	0.244152249	-0.270988442	56.57222748	32.46111679	29.21111679	7.600006104
102	0.027681661	-0.763303922	0.00982699	-0.915576183	0.29384083	-0.301080553	0.495640138	-0.010511287	0.173010381	-0.600645172	56.12778473	32.82222748	30.54445076	7.600006104
103	0.338269896	-0.183444049	0.090519031	-0.729373158	0.18449827	-0.587385621	0.20733564	-0.25756361	0.179377163	-0.529097369	57.18334198	32.07222748	31.32222748	7.600006104
104	0.070726644	-0.846893826	0.029896194	-0.873700567	0.4016609	-0.241470539	0.409688581	-0.189359698	0.084982699	-0.621849055	54.51667023	31.57222939	28.71111679	7.627783775
105	0.085813149	-0.829683293	0.023114187	-0.909645354	0.281245675	-0.398790909	0.322768166	-0.307553414	0.287058824	-0.430162823	56.04445267	31.48889542	28.90556145	7.627783775
106	0.415363322	-0.129156668	0.121799308	-0.616410013	0.210795848	-0.585814627	0.096193772	-0.785113172	0.149342561	-0.728015516	54.21111679	29.62778473	29.37778473	7.627783775
107	0.407750865	-0.200374148	0.140069204	-0.535000518	0.231280277	-0.521375632	0.104359862	-0.756811586	0.108373702	-0.769502131	55.07222748	29.90556145	30.1000061	7.627783775
108	0.035709343	-0.920717434	0.003737024	-0.980376279	0.134117647	-0.597180557	0.41467128	-0.103271231	0.411764706	-0.111007659	57.8500061	31.68334007	30.18334007	7.627783775
109	0.308650519	-0.285575863	0.082768166	-0.687822912	0.238477509	-0.593608323	0.11349481	-0.734077465	0.256055363	-0.538726938	56.26667404	30.68334007	30.48889542	7.627783775
110	0.248304498	-0.421903544	0.128581315	-0.629345538	0.240276817	-0.503639186	0.216055363	-0.61835894	0.163737024	-0.66246943	56.65556335	30.1000061	30.71111679	7.627783775
111	0.00650519	-0.841385065	0.00567474	-0.931397935	0.422698962	-0.251138687	0.172456747	-0.400541311	0.345882353	-0.34472285	55.26667404	32.79444885	29.07222748	7.655561447
112	0.178408304	-0.579019412	0.268373702	-0.242652324	0.12567474	-0.595351922	0.336885813	-0.379993057	0.089965398	-0.805176496	55.54444885	30.26667213	29.87778473	7.655561447
113	0.331211073	-0.326653837	0.171349481	-0.517517468	0.312525952	-0.44333562	0.061176471	-0.753223919	0.119861592	-0.750482586	56.73889542	29.32222748	31.26667404	7.655561447
114	0.474740484	0.050186279	0.123598616	-0.611331078	0.144775087	-0.690576073	0.155017301	-0.626969378	0.098823529	-0.784996782	51.32222748	28.29445076	28.46111679	7.683339119
115	0.191695502	-0.432184368	0.083321799	-0.734205527	0.156262976	-0.575290811	0.45799308	0.011722869	0.109342561	-0.741073325	57.32222748	30.54445076	31.3500061	7.683339119
116	0.18366782	-0.549920104	0.199031142	-0.361293658	0.241937716	-0.473682466	0.283737024	-0.430252276	0.085121107	-0.82905827	56.15556335	30.29445076	30.01667404	7.683339596
117	0.041522491	-0.892325864	0.009273356	-0.971325174	0.422698962	-0.253882807	0.388235294	-0.192073362	0.138269896	-0.632176097	56.62778473	31.79445076	29.93334007	7.711117268
118	0.261038062	-0.312074225	0.084429066	-0.720846505	0.229065744	-0.555156048	0.261314879	-0.47386727	0.163044983	-0.667464538	57.6000061	30.29445076	30.90556145	7.711117268
119	0.142283737	-0.500941972	0.045121107	-0.762604359	0.215224913	-0.58441067	0.437785467	-0.128221469	0.157647059	-0.63931103	57.62778473	31.29445076	30.96111679	7.711117268
120	0.029480969	-0.934428795	0.025743945	-0.928426956	0.423944637	-0.098777011	0.367197232	-0.266486174	0.153633218	-0.706458503	54.71111679	32.04444885	28.8500061	7.738894939
121	0.222283737	-0.375442581	0.137439446	-0.625353444	0.206228374	-0.572604317	0.235847751	-0.483997168	0.195847751	-0.631360014	54.98889542	30.15556145	29.65556145	7.738894939
122	0.429065744	-0.184600886	0.138685121	-0.592784885	0.220622837	-0.55328828	0.096193772	-0.783301863	0.114048443	-0.723068998	55.6000061	29.87778473	30.07222748	7.738894939
123	0.245259516	-0.40963225	0.081522491	-0.716038207	0.223806228	-0.529762933	0.2	-0.662464794	0.249411765	-0.533810719	55.71111679	29.54445076	30.65556145	7.738894939
124	0.170519031	-0.605258467	0.057716263	-0.751288195	0.440138408	-0.259644187	0.198615917	-0.602174517	0.133010381	-0.508059288	56.26667404	30.71111679	30.21111679	7.766672611
125	0.294117647	-0.457410315	0.175778547	-0.508930967	0.208027682	-0.534150841	0.091349481	-0.740502198	0.229480969	-0.547652007	56.87778473	30.12778473	30.3500061	7.766672611
126	0.43100346	-0.175212963	0.265605536	-0.254270272	0.12982699	-0.683579844	0.089273356	-0.74153339	0.076539792	-0.865542451	52.40556335	31.43334007	26.79445076	7.79445076
127	0.356124567	-0.283323916	0.200968858	-0.462144409	0.167889273	-0.638769209	0.103806228	-0.743269841	0.114878893	-0.7448059	54.12778473	29.82222748	29.04445076	7.79445076
128	0.036124567	-0.795218777	0.018408304	-0.843057516	0.268927336	-0.454120939	0.536193772	0.081234696	0.139653979	-0.658837156	57.73889542	28.48889542	29.32222748	7.79445076
129	0.415224913	-0.171973483	0.153079585	-0.53760408	0.227543253	-0.552510877	0.053702422	-0.811817139	0.142283737	-0.723119075	55.3500061	30.54445076	30.43333817	7.79445076
130	0.123598616	-0.713682203	0.058269896	-0.80938675	0.231418685	-0.560731767	0.322352941	-0.191897197	0.262975779	-0.443876466	57.96111679	32.76667404	30.71111679	7.79445076
131	0.371903114	-0.219755353	0.073910035	-0.706158861	0.188788927	-0.567881085	0.137716263	-0.664169407	0.188096886	-0.693261704	53.65556335	29.46111679	29.29445076	7.822228432
132	0.239723183	-0.47117288	0.139100346	-0.584542131	0.213148789	-0.52950892	0.277231834	-0.513351512	0.127474048	-0.706306888	56.21111679	32.26667404	29.51667213	7.822228432
133	0.572041522	0.165244215	0.330103806	-0.107689258	0.002214533	-0.777768154	0.06200692	-0.751260061	0.00982699	-0.749044372	45.01667023	26.98889542	25.73889542	7.850006104
134	0.407197232	-0.163679693	0.246643599	-0.335584634	0.127058824	-0.707091238	0.124152249	-0.787093931	0.094948097	-0.753963724	55.40556335	30.21111679	29.23889542	7.850006104
135	0.409134948	-0.154875712	0.122076125	-0.611816127	0.221868512	-0.603741184	0.147543253	-0.733571283	0.09467128	-0.766695434	54.01667404	29.3500061	29.57222748	7.850006104
136	0.153217993	-0.653216987	0.070588235	-0.789141341	0.346989619	-0.360372111	0.220622837	-0.494663508	0.204982699	-0.622466824	57.68334198	31.15556145	30.51667404	7.850006104
137	0.148512111	-0.565732612	0.117647059	-0.605308832	0.220346021	-0.457388801	0.399031142	-0.171189783	0.11432526	-0.741401636	56.54444885	32.57222748	29.43333817	7.877783775
138	0.029480969	-0.94691548	0.000276817	-1	0.36567474	-0.316347221	0.228927336	-0.410560459	0.320138408	-0.385363974	55.71111679	31.15556145	29.65556145	7.877783775
139	0.344083045	-0.287166339	0.139653979	-0.636431853	0.241799308	-0.538268644	0.106989619	-0.736427662	0.164429066	-0.680005489	56.6000061	30.71111679	30.6000061	7.877783775
140	0.261176471	-0.387724205	0.183806228	-0.444113662	0.197923875	-0.680193393	0.170934256	-0.653386597	0.182283737	-0.667784755	53.37778473	29.79445076	28.04445076	7.905561447
141	0.538546713	0.145028713	0.210380623	-0.427134756	0.154048443	-0.642586456	0.056608997	-0.702487904	0.039031142	-0.862256844	50.43334198	27.15556145	28.82222748	7.905561447
142	0.495086505	-0.007217682	0.201107266	-0.566642325	0.043044983	-0.851382423	0.156955017	-0.419751133	0.09384083	-0.797859439	52.96111679	30.76667213	29.51667213	7.905561447
143	0.336747405	-0.313761987	0.079723183	-0.768129145	0.271557093	-0.428243613	0.165259516	-0.655779358	0.145190311	-0.721736393	56.90556335	30.32222748	30.98889542	7.905561447
144	0.371903114	-0.003584121	0.215363322	-0.300751967	0.026989619	-0.905716641	0.284844291	-0.176010319	0.100899654	-0.739397918	49.8500061	29.40556145	28.8500061	7.933339119
145	0.386851211	-0.322191488	0.196678201	-0.370751095	0.218961938	-0.623135202	0.089688581	-0.695138291	0.10615917	-0.744227311	55.12778473	31.73889542	29.90556145	7.933339119
146	0.052733564	-0.874086327	0.014948097	-0.926564244	0.187820069	-0.488663733	0.614117647	0.150018806	0.130380623	-0.649396553	60.07222748	32.21111679	31.18334007	7.961116791
147	0.741314879	0.540878734	0.149480969	-0.581744469	0.066435986	-0.659536678	0.027681661	-0.87732835	0.012733564	-0.90387424	46.12778473	28.07222939	26.12778473	7.961117268
148	0.251072664	-0.432631509	0.105882353	-0.699855686	0.291211073	-0.356145353	0.259930796	-0.432693147	0.087058824	-0.785222782	54.96111679	29.65556145	29.32222748	7.961117268
149	0.49716263	-0.027972759	0.120968858	-0.592080586	0.188373702	-0.673703306	0.106851211	-0.735007158	0.086643599	-0.730585834	53.37778473	30.01667213	29.46111679	7.961117268
150	0.048858131	-0.888685219	0.023529412	-0.952429063	0.403875433	-0.185919645	0.360968858	-0.27615037	0.156816609	-0.61329042	56.8500061	32.54444885	30.26667213	7.961117268
